legacy_path,action,destination,rule,review
/creator/ilsa,redirect,/talent,"old profile, creator not on the current roster",
/creator/jackbuzza,redirect,/talent,"old profile, creator not on the current roster",
/creator/jarradhd,redirect,/talent,"old profile, creator not on the current roster",
/creator/joshdub,redirect,/talent,"old profile, creator not on the current roster",
/creator/juicy,redirect,/talent,"old profile, creator not on the current roster",
/creator/kariyu,redirect,/talent,"old profile, creator not on the current roster",
/creator/kate,redirect,/talent,"old profile, creator not on the current roster",
/creator/keegzn,redirect,/talent,"old profile, creator not on the current roster",
/creator/keeoh,redirect,/talent,"old profile, creator not on the current roster",
/creator/keepupradio,redirect,/talent,"old profile, creator not on the current roster",
/creator/konfuzion,redirect,/talent,"old profile, creator not on the current roster",
/creator/kultzy,redirect,/talent,"old profile, creator not on the current roster",
/creator/little-z,redirect,/talent,"old profile, creator not on the current roster",
/creator/loeya,redirect,/talent,"old profile, creator not on the current roster",
/creator/lucky-chappy,redirect,/talent,"old profile, creator not on the current roster",
/creator/luminum,redirect,/talent,"old profile, creator not on the current roster",
/creator/lydiaviolet,redirect,/talent,"old profile, creator not on the current roster",
/creator/mashing,redirect,/talent,"old profile, creator not on the current roster",
/creator/meenyu,redirect,/talent,"old profile, creator not on the current roster",
/creator/mehrked-val,redirect,/talent,"old profile, creator not on the current roster",
/creator/melt,redirect,/talent,"old profile, creator not on the current roster",
/creator/menzies,redirect,/talent,"old profile, creator not on the current roster",
/creator/mikaylah,redirect,/talent,"old profile, creator not on the current roster",
/creator/millkberry,redirect,/talent,"old profile, creator not on the current roster",
/creator/milo-chip,redirect,/talent,"old profile, creator not on the current roster",
/creator/more-muselk,redirect,/talent/muselk,old profile of a current creator,
/creator/mully,redirect,/talent,"old profile, creator not on the current roster",
/creator/muselk,redirect,/talent/muselk,old profile of a current creator,
/creator/mustard-plays,redirect,/talent,"old profile, creator not on the current roster",
/creator/narrator,redirect,/talent,"old profile, creator not on the current roster",
/creator/nova,redirect,/talent,"old profile, creator not on the current roster",
/creator/oasis,redirect,/talent,"old profile, creator not on the current roster",
/creator/oatley,redirect,/talent,"old profile, creator not on the current roster",
/creator/official-noobie,redirect,/talent,"old profile, creator not on the current roster",
/creator/overtime-au,redirect,/talent,"old profile, creator not on the current roster",
/creator/ozzyovld,redirect,/talent,"old profile, creator not on the current roster",
/creator/paladinamber,redirect,/talent,"old profile, creator not on the current roster",
/creator/phos,redirect,/talent,"old profile, creator not on the current roster",
/creator/realms,redirect,/talent,"old profile, creator not on the current roster",
/creator/red-falcon,redirect,/talent,"old profile, creator not on the current roster",
/creator/relief,redirect,/talent,"old profile, creator not on the current roster",
/creator/restorish,redirect,/talent,"old profile, creator not on the current roster",
/creator/rickle,redirect,/talent,"old profile, creator not on the current roster",
/creator/salem-techsperts,redirect,/talent,"old profile, creator not on the current roster",
/creator/scb,redirect,/talent,"old profile, creator not on the current roster",
/creator/seth-sentry,redirect,/talent,"old profile, creator not on the current roster",
/creator/skinnybowser,redirect,/talent,"old profile, creator not on the current roster",
/creator/sleepy-mully,redirect,/talent,"old profile, creator not on the current roster",
/creator/smashing,redirect,/talent,"old profile, creator not on the current roster",
/creator/special-edd,redirect,/talent,"old profile, creator not on the current roster",
/creator/sponty,redirect,/talent,"old profile, creator not on the current roster",
/creator/surfingwithnoz,redirect,/talent/surfingwithnoz,old profile of a current creator,
/creator/surge,redirect,/talent,"old profile, creator not on the current roster",
/creator/tannar,redirect,/talent,"old profile, creator not on the current roster",
/creator/taylor-morgan,redirect,/talent,"old profile, creator not on the current roster",
/creator/the-boys,redirect,/talent/the-boys,old profile of a current creator,
/creator/the-boys-gaming,redirect,/talent/the-boys,old profile of a current creator,
/creator/thecob,redirect,/talent,"old profile, creator not on the current roster",
/creator/themasterbucks,redirect,/talent,"old profile, creator not on the current roster",
/creator/toastedshoes,redirect,/talent,"old profile, creator not on the current roster",
/creator/tronicsfix,redirect,/talent,"old profile, creator not on the current roster",
/creator/underdogs,redirect,/talent,"old profile, creator not on the current roster",
/creator/unlisted-leaf,redirect,/talent,"old profile, creator not on the current roster",
/creator/uzoth,redirect,/talent,"old profile, creator not on the current roster",
/creator/vanessuh,redirect,/talent,"old profile, creator not on the current roster",
/creator/vizeloo,redirect,/talent,"old profile, creator not on the current roster",
/creator/waffloos,redirect,/talent,"old profile, creator not on the current roster",
/creator/whippy,redirect,/talent,"old profile, creator not on the current roster",
/creator/x2twins,redirect,/talent,"old profile, creator not on the current roster",
/creator/your-narrator,redirect,/talent,"old profile, creator not on the current roster",
/creator/zemie,redirect,/talent,"old profile, creator not on the current roster",
/creators/alexace,redirect,/talent,"old profile, creator not on the current roster",
/creators/alexace-2,redirect,/talent,"old profile, creator not on the current roster",
/creators/bad-gal-shay,redirect,/talent,"old profile, creator not on the current roster",
/creators/firelight-gamez,redirect,/talent,"old profile, creator not on the current roster",
/creators/heyimnatalia,redirect,/talent,"old profile, creator not on the current roster",
/creators/hoshizora,redirect,/talent,"old profile, creator not on the current roster",
/creators/ilsa,redirect,/talent,"old profile, creator not on the current roster",
/creators/joshdub,redirect,/talent,"old profile, creator not on the current roster",
/genre/action,redirect,/talent,old creator filter archive,
/genre/comedy,redirect,/talent,old creator filter archive,
/genre/fighting,redirect,/talent,old creator filter archive,
/genre/lifestyle,redirect,/talent,old creator filter archive,
/genre/music,redirect,/talent,old creator filter archive,
/genre/party-game,redirect,/talent,old creator filter archive,
/genre/racing,redirect,/talent,old creator filter archive,
/genre/roleplay,redirect,/talent,old creator filter archive,
/genre/sandbox,redirect,/talent,old creator filter archive,
/genre/sports,redirect,/talent,old creator filter archive,
/genre/survival,redirect,/talent,old creator filter archive,
/genre/tech,redirect,/talent,old creator filter archive,
/genre/variety,redirect,/talent,old creator filter archive,
/genre/vr,redirect,/talent,old creator filter archive,
/hello-world,drop,,not content — left to 404,
/influencer-marketing,live,/influencer-marketing,served by the new site,
/maybelline-through-their-eyes,redirect,/work,WordPress case study; a different campaign from Eyes Up,
/multiversus,redirect,/work,"WordPress case study, not on the new site",
/our-creators,redirect,/talent,WordPress roster index,
/our-creators-demo,redirect,/talent,WordPress roster draft,
/our-creators-demo1,redirect,/talent,WordPress roster draft,
/our-creators/aeroga,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/alexace,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/alexace-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/aussieantics,redirect,/talent/aussieantics,old profile of a current creator,
/our-creators/aussieantics-new-format,redirect,/talent/aussieantics,old profile of a current creator,
/our-creators/avajc,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/avajc-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/badgalshay,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/badgalshay-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bazerk,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bazerk-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/big-juicy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/big-juicy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bigjohns,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/birdo,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/birdo-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bottoms-up,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bottomsup-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/boys-gaming,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/boys-react,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/built-by-gamers,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/builtbygamers-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/bundun,redirect,/talent/bundun,old profile of a current creator,
/our-creators/bundun-new-format,redirect,/talent/bundun,old profile of a current creator,
/our-creators/camomo_10,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/choctopus,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/chopstix,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/dagwummy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/dagwummy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/drewd0g,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/drewd0g-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/dubdaddy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/dubdaddy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/eddievr,redirect,/talent/eddievr,old profile of a current creator,
/our-creators/eddievr-new-format,redirect,/talent/eddievr,old profile of a current creator,
/our-creators/elmaxo,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/elmaxo-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/eystreem,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/eystreem-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/eystreemreacts,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/eystreemreacts-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/firelight,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/firelight-gamez,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/firelight-gamez-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/firelight-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/fuziondroid,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/fuziondroid-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/gabby,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/gabby-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ghoulz,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ghoulz-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/heyimnatalia,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/heyimnatalia-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/heyimzed,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/heyimzed-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/hopcat,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/hopcat-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/hoshizora,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/hoshizora-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/iateyourmeal,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ilsa,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ilsa-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/jackbuzza,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/jackbuzza-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/jarradhd,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/jarradhd-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/joelbergs,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/joshdub,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/joshdub-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/juicy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/juicy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kariyu,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kariyu-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kate,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kate-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/keegzn,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/keegzn-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/keeoh,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/keeoh-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/keepupradio,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/konfuzion,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/konfuzion-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kultzy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/kultzy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/littlez,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/littlez-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/loeya,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/loeya-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/luckychappy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/luckychappy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/luminum,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/luminum-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/lydiaviolet,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/lydiaviolet-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mashing,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mashing-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/meenyu,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/meenyu-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mehrkedval,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mehrkedval-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/melt,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/melt-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/memeio,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/menzies,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/menzies-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mikaylah,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mikaylah-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/millkberry,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/millkberry-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/milo-and-chip,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/miloandchip-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/more-muselk,redirect,/talent/muselk,old profile of a current creator,
/our-creators/moremuselk-new-format,redirect,/talent/muselk,old profile of a current creator,
/our-creators/mully,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mully-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/muselk,redirect,/talent/muselk,old profile of a current creator,
/our-creators/muselk-new-format,redirect,/talent/muselk,old profile of a current creator,
/our-creators/mustard-plays,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/mustardplays-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/narrator,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/narrator-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/natchats,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/natchats-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/nova,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/nova-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/oasis,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/oasis-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/oatley,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/oatley-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/officialnoobie,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/officialnoobie-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ohtossinghell,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/overtimeau,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/overtimeau-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/ozzyovld-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/paladinamber,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/phos,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/phos-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/poppt1,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/realms,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/realms-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/redfalcon,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/redfalcon-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/relief,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/relief-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/rickle,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/rickle-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/rorylowe,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/seth-sentry,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/sethsentry-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/shez,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/skinnybowser,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/skinnybowser-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/sleepymully,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/sleepymully-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/smashing,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/smashing-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/specialedd,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/specialedd-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/sponty,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/sponty-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/surfingwithnoz,redirect,/talent/surfingwithnoz,old profile of a current creator,
/our-creators/surge,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/surge-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/t10nat,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/tahliattv,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/tannar,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/tannar-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/taylor-morgan,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/taylormorgan-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/the-boys,redirect,/talent/the-boys,old profile of a current creator,
/our-creators/theboys-new-format,redirect,/talent/the-boys,old profile of a current creator,
/our-creators/theboysgaming-new-format,redirect,/talent/the-boys,old profile of a current creator,
/our-creators/thecob24,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/thecob24-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/thelgx,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/themasterbucks,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/themasterbucks-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/toastedshoes,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/toastedshoes-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/underdogs,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/underdogs-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/unlistedleaf,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/unlistedleaf-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/uzoth,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/uzoth-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/vanessuh,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/vanessuh-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/vizeloo,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/vizeloo-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/waffloos,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/waffloos-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/whippy,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/whippy-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/x2twins,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/x2twins-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/your-narrator,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/yournarrator-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/zemie,redirect,/talent,"old profile, creator not on the current roster",
/our-creators/zemie-new-format,redirect,/talent,"old profile, creator not on the current roster",
/our-maps,redirect,/,"WordPress page, purpose unclear",yes
/our-work,redirect,/work,Wix case studies index,
/popup-gu6e1,drop,,not content — left to 404,
/primary-content/apex-legends,redirect,/talent,old creator filter archive,
/primary-content/call-of-duty,redirect,/talent,old creator filter archive,
/primary-content/comedy,redirect,/talent,old creator filter archive,
/primary-content/fifa,redirect,/talent,old creator filter archive,
/primary-content/fortnite,redirect,/talent,old creator filter archive,
/primary-content/gta,redirect,/talent,old creator filter archive,
/primary-content/lifestyle,redirect,/talent,old creator filter archive,
/primary-content/madden,redirect,/talent,old creator filter archive,
/primary-content/mario,redirect,/talent,old creator filter archive,
/primary-content/minecraft,redirect,/talent,old creator filter archive,
/primary-content/music,redirect,/talent,old creator filter archive,
/primary-content/overwatch,redirect,/talent,old creator filter archive,
/primary-content/pokemon,redirect,/talent,old creator filter archive,
/primary-content/roblox,redirect,/talent,old creator filter archive,
/primary-content/rust,redirect,/talent,old creator filter archive,
/primary-content/super-smash-bros,redirect,/talent,old creator filter archive,
/primary-content/valorant,redirect,/talent,old creator filter archive,
/primary-content/variety,redirect,/talent,old creator filter archive,
/primary-content/vr,redirect,/talent,old creator filter archive,
/primary-deliverable/stream,redirect,/talent,old creator filter archive,
/primary-deliverable/vod,redirect,/talent,old creator filter archive,
/primary-platform/facebook,redirect,/talent,old creator filter archive,
/primary-platform/instagram,redirect,/talent,old creator filter archive,
/primary-platform/kick,redirect,/talent,old creator filter archive,
/primary-platform/tiktok,redirect,/talent,old creator filter archive,
/primary-platform/tiktok/page/2,redirect,/talent,old creator filter archive,
/primary-platform/tiktok/page/7,redirect,/talent,old creator filter archive,
/primary-platform/twitch,redirect,/talent,old creator filter archive,
/primary-platform/twitch/page/2,redirect,/talent,old creator filter archive,
/primary-platform/twitch/page/3,redirect,/talent,old creator filter archive,
/primary-platform/twitter,redirect,/talent,old creator filter archive,
/primary-platform/twitter/page/2,redirect,/talent,old creator filter archive,
/primary-platform/twitter/page/7,redirect,/talent,old creator filter archive,
/primary-platform/youtube,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/2,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/5,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/6,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/7,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/8,redirect,/talent,old creator filter archive,
/primary-platform/youtube/page/9,redirect,/talent,old creator filter archive,
/privacy-policy,live,/privacy-policy,served by the new site,
/sample-page,drop,,not content — left to 404,
/services,redirect,/,WordPress services overview,yes
/talentprofiles,redirect,/talent,old roster path,
/talentprofiles/5257e77e8b6b414305436e2155921cce573ab7fb.eyjncmlkqxbwswqioiiymjk3nzfiyy0zyjgwltq0zgutymmxmi03ymzlogi4zdi4mtiilcjodg1su2l0zulkijoimze2ngm3m2ytmme2oc00odhilwezzdutyzhlnjvlndy5mmq0iiwizgvtb0lkijpudwxslcjzawdurgf0zsi6mtc1nzgzmdq5nji0n30=,invalid,,not a plain slug path,
/talentprofiles/aeroga,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/alexace,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/alexcarey,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/aussieantics,redirect,/talent/aussieantics,old profile of a current creator,
/talentprofiles/badgalshay,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/bazerk,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/biggynorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/bigjuicy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/birdingwithcob,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/birdo,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/boaroo,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/bottomsup,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/brookenorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/builtbygamers,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/bundun,redirect,/talent/bundun,old profile of a current creator,
/talentprofiles/caseystoner,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/charmnorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/checkout&orders.checkout_legacy,invalid,,not a plain slug path,
/talentprofiles/dagwummy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/disconorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/dubdaddy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/eddievr,redirect,/talent/eddievr,old profile of a current creator,
/talentprofiles/enyoo,redirect,/talent,"old profile, creator not on the current roster",
